name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
flex,https://github.com/symfony/flex,PHP,51,0,73,13,1.1,5,87,76,1.5,5092,0.63094
espocrm,https://github.com/espocrm/espocrm,PHP,87,0,38,6,27.1,24,100,70,1.9,322,0.63085
silverstripe-cms,https://github.com/silverstripe/silverstripe-cms,PHP,164,0,189,9,1.3,24,53,36,1.3,201,0.63021
textpattern,https://github.com/textpattern/textpattern,PHP,198,0,34,5,18.2,7,96,46,3.6,638,0.62997
platform,https://github.com/orchidsoftware/platform,PHP,50,0,75,7,11.8,130,235,208,0.5,667,0.62881
centreon,https://github.com/centreon/centreon,PHP,176,0,164,1,13.8,13,357,272,0.6,3003,0.62858
paid-memberships-pro,https://github.com/strangerstudios/paid-memberships-pro,PHP,114,0,108,8,11.7,16,87,46,0.5,363,0.6281
Submitty,https://github.com/Submitty/Submitty,PHP,84,0,140,6,14.4,31,268,179,1.3,53,0.62792
Elgg,https://github.com/Elgg/Elgg,PHP,157,0,101,10,4.1,18,71,65,0.4,509,0.62789
platform,https://github.com/ushahidi/platform,PHP,100,1,72,3,3.3,15,284,164,3.1,1935,0.62695
phpdotenv,https://github.com/vlucas/phpdotenv,PHP,97,1,60,11,2.5,24,12,11,1.4,4090,0.62661
web-php,https://github.com/php/web-php,PHP,282,0,290,10,4.5,0,47,40,2.5,254,0.62595
Kunena-Forum,https://github.com/Kunena/Kunena-Forum,PHP,148,0,55,6,18.5,10,299,277,0.5,535,0.62584
elabftw,https://github.com/elabftw/elabftw,PHP,107,0,25,7,12.0,36,223,170,3.1,99,0.62472
lang,https://github.com/Laravel-Lang/lang,PHP,92,0,556,8,10.5,3,98,98,2.2,17,0.62464
canvas,https://github.com/austintoddj/canvas,PHP,59,0,70,10,15.6,38,65,53,1.8,91,0.62376
doctrine-bridge,https://github.com/symfony/doctrine-bridge,PHP,119,0,200,13,1.6,52,1,0,1.0,1615,0.62336
shopware,https://github.com/shopware/shopware,PHP,102,0,386,3,4.4,6,29,12,1.4,1799,0.62251
SonataDoctrineORMAdminBundle,https://github.com/sonata-project/SonataDoctrineORMAdminBundle,PHP,112,0,167,9,3.9,14,128,108,1.4,59,0.62241
telescope,https://github.com/laravel/telescope,PHP,29,0,116,8,2.8,24,61,61,1.4,1059,0.62204
phpunit-bridge,https://github.com/symfony/phpunit-bridge,PHP,71,0,95,14,2.3,52,1,1,1.0,5489,0.62119
laravel-backup,https://github.com/spatie/laravel-backup,PHP,71,0,147,9,1.7,22,37,37,1.4,344,0.62098
laravel-admin,https://github.com/z-song/laravel-admin,PHP,61,0,265,3,4.4,20,319,218,1.0,408,0.62086
pfsense,https://github.com/pfsense/pfsense,PHP,196,0,494,2,14.8,3,45,39,0.9,1165,0.62046
twig-bundle,https://github.com/symfony/twig-bundle,PHP,126,0,168,12,0.6,52,1,1,1.0,1988,0.61901
Behat,https://github.com/Behat/Behat,PHP,128,2,156,7,1.5,5,26,14,1.9,4895,0.61897
phinx,https://github.com/cakephp/phinx,PHP,110,0,319,8,4.5,8,84,54,1.2,69,0.61892
voyager,https://github.com/the-control-group/voyager,PHP,51,0,383,7,2.4,4,219,165,1.1,290,0.61867
SemanticMediaWiki,https://github.com/SemanticMediaWiki/SemanticMediaWiki,PHP,175,0,134,6,9.9,9,79,49,1.3,205,0.61856
php-github-api,https://github.com/KnpLabs/php-github-api,PHP,132,0,243,12,2.0,8,48,41,1.4,104,0.61837
security-core,https://github.com/symfony/security-core,PHP,89,0,201,13,2.4,52,2,2,1.0,763,0.61796
Froxlor,https://github.com/Froxlor/Froxlor,PHP,133,0,146,5,3.3,14,27,22,2.4,344,0.61796
CodeIgniter,https://github.com/bcit-ci/CodeIgniter,PHP,175,6,595,9,1.2,3,28,4,1.4,3917,0.61745
browser-kit,https://github.com/symfony/browser-kit,PHP,126,0,125,13,0.6,52,1,1,1.0,2747,0.6167
swiftmailer,https://github.com/swiftmailer/swiftmailer,PHP,160,0,178,11,0.6,5,23,12,0.7,1889,0.61603
elasticsearch-php,https://github.com/elastic/elasticsearch-php,PHP,93,0,142,10,2.8,10,45,35,2.6,79,0.61585
uuid,https://github.com/ramsey/uuid,PHP,103,2,84,9,4.3,12,28,13,1.8,1693,0.61534
app,https://github.com/cakephp/app,PHP,190,0,184,7,1.1,9,17,15,0.9,1487,0.61495
clockwork,https://github.com/itsgoingd/clockwork,PHP,92,0,76,10,2.9,17,54,38,2.1,151,0.61467
