index,name,url,language,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
1405,xmltodict,https://github.com/martinblech/xmltodict,Python,4227,106,9,41,6,0.0,3,13,1,1.2,138,0.42656
953,remote-jobs-brazil,https://github.com/lerrua/remote-jobs-brazil,,3560,64,2,180,7,1.0,0,45,36,0.5,3,0.42633
113,kbone,https://github.com/Tencent/kbone,JavaScript,3705,18,0,15,3,8.9,328,40,35,3.2,0,0.42599
534,react-hot-boilerplate,https://github.com/gaearon/react-hot-boilerplate,JavaScript,3964,78,5,24,8,0.0,0,1,1,2.0,455,0.42593
114,quaggaJS,https://github.com/serratus/quaggaJS,JavaScript,4077,77,21,27,10,0.0,4,20,8,3.6,21,0.42585
554,Valet,https://github.com/square/Valet,Swift,3549,72,4,36,8,0.3,4,4,2,4.0,5,0.42564
1273,bubbletea,https://github.com/charmbracelet/bubbletea,Go,3901,12,0,12,7,6.0,2,35,26,2.6,6,0.4253
1424,git-quick-stats,https://github.com/arzzen/git-quick-stats,Shell,4196,48,1,35,4,0.5,10,6,2,1.3,32,0.42519
1476,shout,https://github.com/erming/shout,JavaScript,3721,83,4,55,7,0.1,15,3,3,0.0,55,0.42487
56,timeago.js,https://github.com/hustcc/timeago.js,TypeScript,4298,55,4,80,6,0.1,2,9,1,0.6,126,0.42486
1442,playwright-python,https://github.com/microsoft/playwright-python,Python,3657,6,0,13,3,4.9,21,196,165,1.8,6,0.42442
1183,headlessui,https://github.com/tailwindlabs/headlessui,TypeScript,3914,4,0,15,8,1.9,8,121,90,2.0,5,0.4243
831,JsBarcode,https://github.com/lindell/JsBarcode,JavaScript,3726,110,3,31,6,0.1,1,15,9,1.3,41,0.42414
1266,beautiful-react-hooks,https://github.com/beautifulinteractions/beautiful-react-hooks,JavaScript,3964,13,1,32,10,3.5,8,36,27,0.5,5,0.42409
500,awesome-nuxt,https://github.com/nuxt-community/awesome-nuxt,,3650,48,0,276,9,1.2,0,21,7,0.3,0,0.42407
1039,GTFOBins.github.io,https://github.com/GTFOBins/GTFOBins.github.io,HTML,3960,32,0,51,6,3.2,0,13,11,1.5,6,0.424
998,metaflow,https://github.com/Netflix/metaflow,Python,3972,16,0,28,7,2.6,12,78,41,1.3,0,0.42347
1390,themer,https://github.com/mjswensen/themer,JavaScript,3905,50,0,14,5,7.2,2,13,9,1.0,11,0.42271
1249,mina,https://github.com/mina-deploy/mina,Ruby,4153,105,16,114,7,0.0,6,9,3,0.7,30,0.4223
632,crater,https://github.com/bytefury/crater,PHP,3589,14,0,46,4,3.8,7,129,86,1.7,0,0.42219
1431,appledoc,https://github.com/tomaz/appledoc,Objective-C,4130,143,34,100,7,0.0,2,7,2,0.9,179,0.42185
109,ws,https://github.com/gobwas/ws,Go,3586,48,1,15,5,0.3,3,21,14,1.9,35,0.42166
980,qlib,https://github.com/microsoft/qlib,Python,3575,5,0,25,4,9.3,4,143,93,1.9,4,0.4211
119,simpl,https://github.com/samdutton/simpl,HTML,4182,103,1,27,10,0.4,0,3,1,0.3,102,0.42096
1027,react-snap,https://github.com/stereobooster/react-snap,JavaScript,4102,40,15,35,11,0.0,25,38,6,0.8,26,0.42065
666,tmate,https://github.com/tmate-io/tmate,C,4019,164,9,41,7,0.1,2,16,2,2.1,24,0.42055
277,jetson-inference,https://github.com/dusty-nv/jetson-inference,C++,3968,54,1,5,2,6.7,0,169,63,2.8,84,0.41996
1275,objectbox-java,https://github.com/objectbox/objectbox-java,Java,3732,52,2,6,2,3.7,9,45,22,2.0,84,0.41993
660,TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Python,3614,48,1,33,8,0.6,5,12,7,1.1,5,0.41935
558,css-element-queries,https://github.com/marcj/css-element-queries,JavaScript,4031,93,6,68,8,0.1,3,4,0,0.8,44,0.41916
1004,go.uuid,https://github.com/satori/go.uuid,Go,4014,92,27,18,10,0.0,0,2,1,2.5,1069,0.41904
853,plaidml,https://github.com/plaidml/plaidml,C++,3958,41,2,39,6,0.3,1,274,189,0.9,7,0.41851
445,rsvp.js,https://github.com/tildeio/rsvp.js,JavaScript,3628,100,10,86,7,0.1,6,1,0,0.0,227,0.41828
914,pinyin,https://github.com/overtrue/pinyin,PHP,3553,79,4,28,8,0.2,1,7,2,1.0,99,0.41825
1069,pendulum,https://github.com/sdispater/pendulum,Python,4236,55,6,66,4,0.7,3,42,10,0.7,58,0.41807
1093,Chatto,https://github.com/badoo/Chatto,Swift,4196,62,2,70,4,1.9,2,11,8,1.2,10,0.41793
679,codemod,https://github.com/facebook/codemod,Python,3685,147,15,34,8,0.0,0,5,1,1.6,335,0.41766
691,vugu,https://github.com/vugu/vugu,Go,3703,22,0,11,5,1.8,5,20,9,2.0,16,0.41733
888,enso,https://github.com/enso-org/enso,Scala,3696,50,0,17,7,8.2,1,225,138,0.5,0,0.4172
130,BasePopup,https://github.com/razerdp/BasePopup,Java,4173,61,1,7,2,3.3,10,30,22,4.1,8,0.41712
99,react-native-keyboard-aware-scroll-view,https://github.com/APSL/react-native-keyboard-aware-scroll-view,JavaScript,4030,64,3,60,7,0.1,1,37,9,1.1,12,0.41647
353,polyfill-ctype,https://github.com/symfony/polyfill-ctype,PHP,3588,33,0,9,6,0.2,7,0,0,0,1391,0.4156
352,mininet,https://github.com/mininet/mininet,Python,3715,135,0,75,5,0.4,1,44,20,0.8,0,0.41555
934,ant-motion,https://github.com/ant-design/ant-motion,JavaScript,3990,60,7,17,6,0.1,2,57,47,1.1,100,0.4154
198,lib,https://github.com/stdlib/lib,JavaScript,3728,54,0,14,9,0.4,0,3,1,0.0,440,0.41536
306,HMSegmentedControl,https://github.com/HeshamMegid/HMSegmentedControl,Objective-C,3753,98,2,46,8,0.3,1,3,2,1.3,12,0.41527
996,easy-peasy,https://github.com/ctrlplusb/easy-peasy,JavaScript,4022,27,3,51,9,0.5,4,67,37,2.7,0,0.41527
426,planck.js,https://github.com/shakiba/planck.js,JavaScript,3864,58,0,20,6,1.8,5,7,3,1.4,3,0.41506
1154,SmartYouTubeTV,https://github.com/yuliskov/SmartYouTubeTV,JavaScript,3864,49,0,14,0,16.1,35,115,19,1.9,7,0.41393
1234,resumable.js,https://github.com/23/resumable.js,JavaScript,4242,116,5,115,7,0.0,0,10,2,0.3,55,0.41367
848,node-opencv,https://github.com/peterbraden/node-opencv,C++,4059,109,10,118,8,0.2,0,4,1,0.5,91,0.4136
1054,grunt-uncss,https://github.com/uncss/grunt-uncss,HTML,3870,89,0,21,8,0.4,2,4,2,1.2,5,0.4132
1340,untrusted,https://github.com/AlexNisnevich/untrusted,JavaScript,4060,95,3,105,4,0.0,0,1,0,1.0,179,0.41307
449,TinyColor,https://github.com/bgrins/TinyColor,JavaScript,3675,116,4,38,8,0.1,2,9,1,0.4,50,0.41305
1467,colors.js,https://github.com/Marak/colors.js,JavaScript,4038,129,12,48,6,0.0,2,1,1,1.0,218,0.41293
1298,ActiveLabel.swift,https://github.com/optonaut/ActiveLabel.swift,Swift,3622,65,2,34,9,0.2,1,26,14,0.7,12,0.41246
694,Quasar,https://github.com/quasar/Quasar,C#,3920,79,5,19,3,0.8,1,40,28,2.1,79,0.41218
1435,Helium,https://github.com/JadenGeller/Helium,Swift,3572,70,6,31,6,1.8,2,5,0,1.2,88,0.4115
488,established-remote,https://github.com/yanirs/established-remote,,3693,65,0,86,8,0.5,0,10,10,1.4,0,0.41112
1496,ansible-for-devops,https://github.com/geerlingguy/ansible-for-devops,Python,4123,82,1,19,7,2.1,5,37,16,1.5,0,0.41099
975,AlgoXY,https://github.com/liuxinyu95/AlgoXY,TeX,4086,143,0,21,5,2.7,1,2,2,0.0,48,0.41055
1046,open-color,https://github.com/yeun/open-color,Handlebars,4157,54,0,30,7,0.1,4,7,6,0.3,12,0.41046
102,fswatch,https://github.com/emcrisostomo/fswatch,C++,3663,140,3,24,10,0.0,1,7,1,0.3,72,0.40979
997,activitywatch,https://github.com/ActivityWatch/activitywatch,Python,4277,57,0,10,5,1.7,4,95,47,2.4,0,0.40958
1391,academicpages.github.io,https://github.com/academicpages/academicpages.github.io,JavaScript,3682,53,19,19,9,0.0,0,73,36,0.5,704,0.40956
59,Bond,https://github.com/DeclarativeHub/Bond,Swift,4122,72,2,90,8,0.3,4,14,3,0.5,2,0.40909
47,EFQRCode,https://github.com/EFPrefix/EFQRCode,Swift,3862,48,0,19,6,0.8,2,35,21,0.6,8,0.40876
1231,imewlconverter,https://github.com/studyzy/imewlconverter,C#,3562,106,1,9,4,0.8,3,21,10,1.5,23,0.40872
1162,sanitize.css,https://github.com/csstools/sanitize.css,CSS,4209,100,4,48,12,0.2,4,1,0,0.0,58,0.40862
1465,grbl,https://github.com/grbl/grbl,C,3952,146,46,38,6,0.0,0,37,7,2.1,282,0.40859
1169,tiny-slider,https://github.com/ganlanyuan/tiny-slider,HTML,3613,62,6,59,6,0.2,1,62,14,1.1,17,0.40858
480,lite,https://github.com/rxi/lite,Lua,4207,13,0,11,2,3.4,11,49,12,1.7,36,0.40849
1122,deep-learning,https://github.com/udacity/deep-learning,Jupyter Notebook,3620,49,25,47,6,0.0,0,1,0,1.0,5887,0.40831
1006,ysoserial,https://github.com/frohoff/ysoserial,Java,3776,72,0,26,4,0.1,2,14,4,1.6,9,0.40814
150,cookiecutter-data-science,https://github.com/drivendata/cookiecutter-data-science,Python,4100,63,1,41,8,0.1,0,18,13,0.5,20,0.40805
400,node-ffi,https://github.com/node-ffi/node-ffi,JavaScript,3591,135,24,28,10,0.0,4,19,3,1.0,49,0.4079
916,docker-gen,https://github.com/jwilder/docker-gen,Go,3746,83,27,46,9,0.0,4,7,0,1.6,76,0.4078
1240,react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,JavaScript,3864,54,5,37,8,0.7,1,70,28,1.3,6,0.40698
1345,dockerize,https://github.com/jwilder/dockerize,Go,3758,76,10,34,7,0.0,2,18,5,0.6,125,0.40695
181,typescript-book-chinese,https://github.com/jkchao/typescript-book-chinese,TypeScript,3655,30,0,100,5,1.4,0,13,10,0.2,15,0.40679
908,office-ui-fabric-core,https://github.com/OfficeDev/office-ui-fabric-core,CSS,3575,69,7,79,3,0.1,9,10,2,1.6,23,0.40668
1216,swagger-node,https://github.com/swagger-api/swagger-node,JavaScript,3821,114,12,77,9,0.0,3,2,0,1.5,14,0.40657
1406,Akira,https://github.com/akiraux/Akira,Vala,3813,44,2,44,3,2.7,5,19,12,2.2,3,0.40648
871,lua,https://github.com/lua/lua,C,3983,334,1,4,2,2.1,2,0,0,0,12077,0.40641
1056,awesome-incident-response,https://github.com/meirwah/awesome-incident-response,,3901,63,2,50,4,0.6,0,4,4,1.8,48,0.40636
750,lucid,https://github.com/tensorflow/lucid,Jupyter Notebook,4025,36,2,34,4,0.8,7,10,2,1.5,23,0.40595
605,opencv4nodejs,https://github.com/justadudewhohacks/opencv4nodejs,C++,4139,42,7,56,6,0.2,1,47,8,0.7,70,0.40475
391,pipework,https://github.com/jpetazzo/pipework,Shell,3801,92,13,53,8,0.0,0,2,1,4.5,21,0.40458
1123,XCGLogger,https://github.com/DaveWoodCom/XCGLogger,Swift,3594,80,11,40,12,0.1,13,4,1,1.2,8,0.40456
381,smart-contract-best-practices,https://github.com/ConsenSys/smart-contract-best-practices,HTML,3932,55,1,84,5,0.3,0,13,6,0.3,35,0.4039
1041,json5,https://github.com/json5/json5,JavaScript,4204,105,9,23,6,0.1,2,7,0,1.6,124,0.40389
490,DeepLearningZeroToAll,https://github.com/hunkim/DeepLearningZeroToAll,Jupyter Notebook,4084,47,8,53,7,0.1,0,4,4,0.8,288,0.40368
458,awesome-webpack,https://github.com/webpack-contrib/awesome-webpack,HTML,4248,54,1,103,8,0.2,0,22,5,1.0,2,0.40365
260,spring-data-examples,https://github.com/spring-projects/spring-data-examples,Java,3812,84,2,37,9,1.1,0,30,17,0.4,7,0.40337
1090,BigImageViewer,https://github.com/Piasy/BigImageViewer,Java,3655,51,0,18,3,0.3,10,8,7,2.1,5,0.40322
838,nameko,https://github.com/nameko/nameko,Python,3802,101,4,49,5,0.1,2,12,4,1.2,15,0.40318
1241,awslogs,https://github.com/jorgebastida/awslogs,Python,3771,73,6,39,9,0.2,1,19,3,0.8,27,0.40315
217,Aria,https://github.com/AriaLyy/Aria,Java,4131,60,1,9,0,1.4,9,59,36,1.6,363,0.40295
1455,asm-dude,https://github.com/HJLebbink/asm-dude,C#,3828,60,3,10,3,0.1,12,5,4,2.6,69,0.40252
896,pivottable,https://github.com/nicolaskruchten/pivottable,CoffeeScript,3586,92,23,39,6,0.0,6,16,6,1.1,55,0.402
172,yfinance,https://github.com/ranaroussi/yfinance,Python,3822,44,4,25,5,0.4,1,98,16,1.4,33,0.4016
203,rails_panel,https://github.com/dejan/rails_panel,Ruby,3616,99,7,37,9,0.0,3,3,0,0.7,46,0.40129
368,crawler4j,https://github.com/yasserg/crawler4j,Java,4037,110,3,42,7,0.0,0,7,1,0.4,76,0.39876
283,pidcat,https://github.com/JakeWharton/pidcat,Python,4295,92,2,38,6,0.1,1,9,5,0.2,42,0.39837
376,vim-startify,https://github.com/mhinz/vim-startify,Vim script,3809,94,3,45,3,0.2,0,20,9,0.6,125,0.39818
272,puphpet,https://github.com/puphpet/puphpet,HTML,3918,94,34,170,10,0.0,1,0,0,0,283,0.39784
174,jison,https://github.com/zaach/jison,JavaScript,3823,137,2,52,10,0.0,5,11,6,0.5,0,0.39781
36,full-stack-fastapi-postgresql,https://github.com/tiangolo/full-stack-fastapi-postgresql,Python,4099,23,7,17,8,1.3,1,75,41,1.7,24,0.39674
1218,ERNIE,https://github.com/PaddlePaddle/ERNIE,Python,3886,23,0,31,4,0.8,2,60,39,1.6,2,0.39639
557,Eel,https://github.com/ChrisKnott/Eel,Python,4070,37,5,36,4,0.8,6,42,13,1.5,11,0.39637
225,code-settings-sync,https://github.com/shanalikhan/code-settings-sync,TypeScript,3558,62,16,90,4,0.0,6,45,21,1.0,14,0.3962
973,DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,Java,3893,70,1,48,5,0.3,2,6,2,0.8,10,0.39602
1013,gobuster,https://github.com/OJ/gobuster,Go,4109,75,0,20,2,0.7,1,36,18,0.9,24,0.39588
872,glamor,https://github.com/threepointone/glamor,JavaScript,3631,55,41,44,10,0.0,30,3,1,0.7,47,0.39498
46,awesome-grpc,https://github.com/grpc-ecosystem/awesome-grpc,,3677,40,1,76,8,0.6,0,4,3,1.5,3,0.39433
1482,thegreatsuspender,https://github.com/greatsuspender/thegreatsuspender,JavaScript,3858,101,3,51,3,0.7,1,95,14,3.6,0,0.393
72,evilginx2,https://github.com/kgretzky/evilginx2,Go,3828,30,4,25,5,0.5,1,52,21,1.1,49,0.39234
1107,serenata-de-amor,https://github.com/okfn-brasil/serenata-de-amor,Python,4213,55,6,120,11,0.2,0,7,4,0.7,8,0.39164
495,any-rule,https://github.com/any86/any-rule,JavaScript,3841,19,1,16,4,2.3,10,21,13,1.2,9,0.39116
1407,kityminder,https://github.com/fex-team/kityminder,JavaScript,3793,86,66,18,8,0.0,2,3,1,0.7,2294,0.39079
517,react-fns,https://github.com/jaredpalmer/react-fns,TypeScript,3700,39,2,22,11,0.0,2,1,1,3.0,6,0.39071
121,twit,https://github.com/ttezel/twit,JavaScript,4100,111,31,43,5,0.0,0,13,2,1.8,230,0.39027
346,node-apn,https://github.com/node-apn/node-apn,JavaScript,4137,127,16,78,8,0.0,6,18,6,0.8,2,0.3898
1165,iodine,https://github.com/yarrick/iodine,C,3582,178,5,45,3,0.6,1,2,1,1.0,84,0.3893
816,malmo,https://github.com/microsoft/malmo,Java,3621,57,16,34,4,0.0,5,15,3,0.7,246,0.38929
423,scribe,https://github.com/guardian/scribe,JavaScript,3582,89,24,65,9,0.0,14,1,1,0.0,52,0.38923
77,tabletop,https://github.com/jsoma/tabletop,JavaScript,3627,109,6,32,8,0.2,2,2,0,0.5,47,0.38888
560,ApplicationInspector,https://github.com/microsoft/ApplicationInspector,C#,3754,15,1,15,4,3.9,82,13,13,0.8,6,0.38874
957,kaggle-api,https://github.com/Kaggle/kaggle-api,Python,3762,36,1,35,5,0.1,0,67,33,0.5,24,0.38852
650,Rythm.js,https://github.com/Okazari/Rythm.js,JavaScript,3688,59,1,31,7,0.1,3,3,1,2.0,2,0.38824
151,OnlineJudge,https://github.com/QingdaoU/OnlineJudge,Python,3601,67,6,22,4,0.1,2,27,6,1.2,66,0.38789
261,terraforming,https://github.com/dtan4/terraforming,Ruby,3843,71,18,59,8,0.0,6,8,2,0.8,17,0.38785
1155,winjs,https://github.com/winjs/winjs,JavaScript,4103,83,8,58,5,0.0,2,2,1,0.0,267,0.38758
371,COLA,https://github.com/alibaba/COLA,Java,3828,37,0,17,5,1.9,2,70,54,1.3,0,0.38719
1126,js-git,https://github.com/creationix/js-git,JavaScript,3673,95,19,26,6,0.0,4,2,1,4.0,18,0.38719
244,LiteOS,https://github.com/LiteOS/LiteOS,C,4176,53,0,39,0,0.1,4,16,1,1.5,179,0.38646
915,go-spew,https://github.com/davecgh/go-spew,Go,4167,97,29,20,7,0.0,0,6,1,0.5,1886,0.38585
1094,python_koans,https://github.com/gregmalcolm/python_koans,Python,4267,132,19,85,3,0.0,0,6,5,0.0,1033,0.3855
1138,tinygrad,https://github.com/geohot/tinygrad,Python,3927,3,0,42,4,9.5,0,239,227,2.5,0,0.38542
921,FBRetainCycleDetector,https://github.com/facebook/FBRetainCycleDetector,Objective-C++,3827,58,1,30,4,0.2,1,16,12,0.8,16,0.38535
177,pulltorefresh.js,https://github.com/BoxFactura/pulltorefresh.js,JavaScript,3702,51,1,22,9,0.3,5,10,10,1.3,0,0.38442
1344,Bagel,https://github.com/yagiz/Bagel,Swift,3756,45,3,22,6,0.1,1,12,8,1.8,17,0.3844
1105,Opserver,https://github.com/opserver/Opserver,C#,4046,88,8,66,7,0.1,0,8,5,0.1,71,0.38429
15,gopher-lua,https://github.com/yuin/gopher-lua,Go,3872,72,5,41,7,0.2,0,7,1,0.7,57,0.38415
51,jvm-sandbox,https://github.com/alibaba/jvm-sandbox,Java,4083,42,6,34,6,0.5,3,21,7,0.4,35,0.38411
399,proselint,https://github.com/amperser/proselint,Python,3616,73,29,59,6,0.0,5,24,11,0.6,29,0.38303
213,textAngular,https://github.com/textAngular/textAngular,JavaScript,4024,88,50,88,8,0.0,11,7,3,0.7,12,0.38225
1028,algorithms,https://github.com/xtaci/algorithms,C++,3887,98,2,30,5,0.0,0,12,2,0.2,88,0.38207
568,end-to-end,https://github.com/google/end-to-end,JavaScript,3956,80,8,31,5,0.1,0,1,1,3.0,61,0.38157
850,vprof,https://github.com/nvdv/vprof,Python,3706,67,2,17,8,0.1,3,2,1,1.0,14,0.38092
1323,awesome-web-scraping,https://github.com/lorien/awesome-web-scraping,Makefile,3899,66,1,71,9,0.8,0,10,10,0.6,0,0.38033
396,reptyr,https://github.com/nelhage/reptyr,C,3763,122,3,33,4,0.1,1,1,1,1.0,41,0.38002
841,WeRoBot,https://github.com/offu/WeRoBot,Python,3800,97,2,25,4,1.3,3,19,12,0.9,2,0.37876
1238,pixelmatch,https://github.com/mapbox/pixelmatch,JavaScript,3929,64,3,12,5,0.2,1,4,2,2.0,50,0.37846
1077,examples,https://github.com/koajs/examples,JavaScript,4122,87,8,58,10,0.1,0,1,0,1.0,22,0.37827
644,Whisper,https://github.com/hyperoslo/Whisper,Swift,3673,64,7,34,10,0.2,1,2,0,3.0,4,0.378
297,xv6-public,https://github.com/mit-pdos/xv6-public,C,4289,177,5,49,4,0.0,1,8,5,0.4,32,0.37762
73,Lasagne,https://github.com/Lasagne/Lasagne,Python,3770,77,14,72,6,0.0,0,1,0,1.0,140,0.37737
341,awesome-c,https://github.com/oz123/awesome-c,,4242,74,0,59,4,0.9,0,15,12,1.1,0,0.37726
1040,libsvm,https://github.com/cjlin1/libsvm,Java,3842,213,16,48,4,0.0,2,6,2,0.5,112,0.37722
769,PlacesToPostYourStartup,https://github.com/mmccaff/PlacesToPostYourStartup,,4241,84,2,61,9,0.8,0,4,3,0.0,7,0.377
1044,gosu,https://github.com/tianon/gosu,Go,3543,81,5,11,6,0.2,1,1,1,1.0,188,0.37672
475,C-Sharp-Algorithms,https://github.com/aalhour/C-Sharp-Algorithms,C#,4055,69,8,32,5,0.1,0,5,0,1.6,129,0.37664
1007,redis-rdb-tools,https://github.com/sripathikrishnan/redis-rdb-tools,Python,3941,108,6,23,8,0.1,1,7,1,0.4,39,0.37651
182,awesome-leading-and-managing,https://github.com/LappleApple/awesome-leading-and-managing,,3799,44,0,68,6,5.1,0,3,2,0.7,0,0.37629
1179,Medoo,https://github.com/catfan/Medoo,PHP,4242,95,11,15,6,0.1,2,13,4,1.0,58,0.37617
677,Dollar,https://github.com/ankurp/Dollar,Swift,4138,80,18,51,10,0.0,7,1,1,0.0,40,0.37565
880,simplify,https://github.com/CalebFenton/simplify,Java,3559,86,1,7,2,1.8,1,7,5,3.3,18,0.37522
983,kraken,https://github.com/uber/kraken,Go,4244,50,2,33,4,0.7,1,18,4,1.2,10,0.37519
87,pts,https://github.com/williamngan/pts,TypeScript,3944,46,1,15,4,0.9,1,11,5,2.6,6,0.37508
385,dotfiles,https://github.com/paulirish/dotfiles,Vim script,3756,114,5,54,7,0.2,0,0,0,0,125,0.37499
1088,react-native-material-ui,https://github.com/xotahal/react-native-material-ui,JavaScript,3594,62,21,71,7,0.0,8,11,2,0.3,19,0.37479
1016,DataV,https://github.com/DataV-Team/DataV,Vue,4138,26,4,12,3,1.8,18,48,11,1.5,9,0.37453
455,lsyncd,https://github.com/axkibe/lsyncd,Lua,4300,151,32,30,9,0.0,1,16,4,1.4,20,0.3745
201,cocoapi,https://github.com/cocodataset/cocoapi,Jupyter Notebook,4066,74,11,14,6,0.0,0,52,9,1.1,108,0.37416
919,agent,https://github.com/jenssegers/agent,PHP,3527,90,4,27,7,0.2,1,1,0,0.0,138,0.37399
572,deep-learning-v2-pytorch,https://github.com/udacity/deep-learning-v2-pytorch,Jupyter Notebook,3884,29,20,35,6,0.0,0,16,3,0.4,1209,0.37391
1295,spine,https://github.com/spine/spine,JavaScript,3563,119,40,84,7,0.0,2,0,0,0,314,0.37385
422,bfe,https://github.com/bfenetworks/bfe,Go,4227,18,0,76,1,8.2,7,19,13,1.2,0,0.37351
1317,pagePiling.js,https://github.com/alvarotrigo/pagePiling.js,JavaScript,3855,77,1,17,6,0.1,3,14,8,2.1,0,0.37344
1197,uds,https://github.com/stewartmcgown/uds,Python,4121,30,2,23,6,0.1,0,17,7,1.5,24,0.3731
300,modular-monolith-with-ddd,https://github.com/kgrzybek/modular-monolith-with-ddd,C#,4293,17,0,19,3,2.9,0,20,9,1.2,24,0.37295
364,zTree_v3,https://github.com/zTree/zTree_v3,HTML,3818,97,2,15,2,0.4,7,10,7,0.9,21,0.37244
940,awesome-svg,https://github.com/willianjusten/awesome-svg,Ruby,4112,77,1,73,7,0.2,0,2,2,0.0,10,0.37207
520,BlackHole,https://github.com/ExistentialAudio/BlackHole,C,4140,16,0,9,3,2.8,3,65,61,3.7,0,0.37171
359,go-prompt,https://github.com/c-bata/go-prompt,Go,3626,43,3,25,5,0.4,2,19,6,0.8,15,0.37086
360,scala_school,https://github.com/twitter/scala_school,HTML,3583,126,19,104,7,0.0,0,2,0,1.0,26,0.37084
253,prefixfree,https://github.com/LeaVerou/prefixfree,JavaScript,3812,113,4,36,11,0.0,0,0,0,0,69,0.37028
375,awesome-threat-intelligence,https://github.com/hslatman/awesome-threat-intelligence,,3982,62,1,69,3,0.4,0,7,3,0.6,15,0.36934
603,linux-insides-zh,https://github.com/MintCN/linux-insides-zh,,3872,73,10,117,8,0.0,0,1,0,1.0,14,0.36911
1419,jsondiffpatch,https://github.com/benjamine/jsondiffpatch,JavaScript,3529,112,12,32,6,0.0,7,4,0,0.8,16,0.36908
1092,regular-investing-in-box,https://github.com/xiaolai/regular-investing-in-box,Jupyter Notebook,4243,18,0,36,2,8.9,0,11,9,0.2,32,0.36842
134,awesome-chaos-engineering,https://github.com/dastergon/awesome-chaos-engineering,,4054,42,1,57,11,0.7,0,5,5,1.0,0,0.36828
654,public-sans,https://github.com/uswds/public-sans,HTML,3922,51,2,12,4,2.6,2,22,18,0.0,36,0.36796
1337,bxslider-4,https://github.com/stevenwanderski/bxslider-4,JavaScript,4206,100,30,57,7,0.0,2,12,2,0.5,31,0.36743
299,adminMongo,https://github.com/mrvautin/adminMongo,JavaScript,3632,61,24,38,8,0.0,0,15,1,0.8,121,0.36631
1326,Pokemon-Terminal,https://github.com/LazoCoder/Pokemon-Terminal,Python,3571,45,5,21,8,0.2,1,6,2,1.3,16,0.36581
1366,how2heap,https://github.com/shellphish/how2heap,C,4288,61,1,57,4,1.4,0,12,11,1.6,0,0.3657
1349,SPPermissions,https://github.com/varabeis/SPPermissions,Swift,4200,47,1,27,9,0.6,7,5,0,0.8,0,0.36542
1489,mdp,https://github.com/visit1985/mdp,C,3931,78,9,35,3,0.0,4,1,0,2.0,42,0.36528
1370,livestreamer,https://github.com/chrippa/livestreamer,Python,3788,115,60,89,3,0.0,4,5,4,0.6,113,0.36517
564,shuttle,https://github.com/fitztrev/shuttle,Objective-C,4278,91,22,28,6,0.0,2,2,0,4.5,10,0.36503
411,1loc,https://github.com/phuoc-ng/1loc,TypeScript,3641,10,0,63,6,7.4,0,21,19,0.5,0,0.36467
986,pattern_classification,https://github.com/rasbt/pattern_classification,Jupyter Notebook,3746,83,16,14,6,0.0,0,1,0,3.0,156,0.36375
692,jquery-mousewheel,https://github.com/jquery/jquery-mousewheel,JavaScript,3859,149,4,15,7,0.1,1,4,2,0.2,39,0.36336
362,typescript-library-starter,https://github.com/alexjoverm/typescript-library-starter,TypeScript,3585,48,24,46,5,0.0,0,5,1,1.0,351,0.36249
935,data,https://github.com/GoogleTrends/data,JavaScript,3989,69,0,27,2,2.2,0,1,0,0.0,131,0.36232
1152,most-frequent-technology-english-words,https://github.com/Wei-Xia/most-frequent-technology-english-words,CSS,4273,34,1,23,5,2.0,0,15,14,0.7,7,0.36228
484,generator-gulp-angular,https://github.com/Swiip/generator-gulp-angular,JavaScript,3778,82,55,108,8,0.0,5,0,0,0,102,0.36214
585,jquery.nicescroll,https://github.com/inuyaksa/jquery.nicescroll,JavaScript,3568,112,32,46,6,0.0,2,3,0,1.3,37,0.36178
522,SoundJS,https://github.com/CreateJS/SoundJS,JavaScript,3959,112,4,19,9,0.0,2,0,0,0,48,0.36161
1342,websocket-sharp,https://github.com/sta/websocket-sharp,C#,3926,125,0,6,1,11.9,0,28,4,0.8,18,0.36106
1430,endlessh,https://github.com/skeeto/endlessh,C,4138,24,1,16,4,0.1,2,16,4,1.4,18,0.36105
671,gox,https://github.com/mitchellh/gox,Go,3944,87,21,17,7,0.0,1,2,1,1.0,156,0.3607
1314,stacktrace.js,https://github.com/stacktracejs/stacktrace.js,JavaScript,3670,134,9,31,10,0.0,2,1,0,0.0,30,0.36052
310,goji,https://github.com/zenazn/goji,Go,3605,83,21,24,9,0.0,1,1,1,2.0,23,0.36031
525,awesome-npm,https://github.com/sindresorhus/awesome-npm,,3679,61,3,49,9,0.1,0,0,0,0,49,0.36005
630,cache,https://github.com/php-fig/cache,PHP,4066,83,1,11,7,0.0,0,8,4,0.9,10,0.35888
342,vim-sensible,https://github.com/tpope/vim-sensible,Vim script,4152,97,14,19,6,0.0,0,2,2,0.5,294,0.35862
907,Adminator-admin-dashboard,https://github.com/puikinsh/Adminator-admin-dashboard,HTML,3550,38,3,18,8,0.0,0,6,3,0.5,58,0.35834
